id,tamil,english
4786, Robot kuda romance pannuthu singles nangalam saga vindithu tha polla',Even the robot romances singles Nankalam Saka veenadithitu tha polla'
4787, lagta hai main doreman ka cartoon dekh raha hoon',Lajita hai main doraemon ka cartoon teh raha hoon'
4788, I     love   rajini',I love Rajini'
4789, Talivaru Sama Sama Sama masss paaaa',The leader is Sama Sama Sama Massas Bala'
4790, Pool maari irruku padam omna dhan podhu',The pool is changing and the image is public'
4791, Thanks to Shankar  making us pride',Thanks to Shankar Making Usa Prithe'
4792, Arjun Sarja All so Indian Assets',Arjun Sarja All So Indian Assets'
4793, Looks like a video game Very funny',Look like a video game very peony'
4794, Yow innaya ithu shankarala mattum than ippadi mudiyum semma weight',"Oh wait, only Sankarala can do this'"
4795,  Coca Cola va avoid pannirukalam Good trailer',Coca-Cola and Avodi could have made this a good trailer'
4796, semma mokka idellam oru padam edukurawanauku adikanam seruppala',"Semma mokka, all this is a slap in the face for a film maker'"
4797, Akshay Kumar king of Bollywood akki paaji best of luck khiladi kumar',Akshay Kumar King OP Bollywood Aki Baaji Best OP Luck Giladi Kumar'
4798, Konja naala thamilla sema hit padama varuthu Waiting thlaiva Irumpu thirai Imaikka nodikal Ratsasan Uturn Merkuthodarsimalai  Pariyerum perumal Next thalaivar O',Concha Nala Tamil Semma hit movie Varuthu Vidin Thaliva Iron Screen Blink Seconds Rakshasan Uduran Western Ghats Himalaya Pereyerum Perumal Nest Chief O'
4799, kerala chitti fans hit like',Kerala City Balls hit like'
4800, Thalaya control panna yaralom modiyathu thala massss',Can't get rid of scalp massages'
4801, Thala lawyer aa pakka marana waiting',Thala Lover a side death vidin'
4802, Neraiya neraiya neraiya masssss ah irukku',There's a lot of mass'
4803, Rangaraj pandey tha adaki vaasi thaliku munnala vaal aadakudathu ',Rangaraj Pandey should not live before the thali'
4804, Thala looku podhum tha Vera levelu',"That's enough for Luke, it's another level'"
4805, Thala for womens apdilam nadakadhu nadakka koodathu maranaaaaa mass trailer ',Thala Por Omens Abdilam will not happen should not happen became mass trailer'
4806, Meratitiye Thala  Nerkonda Paarvai Marana Waiting',Meritty himself had a vision of death'
4807, OMG THERE ARE LOTS OF SURPRISING ELEMENTS  THALA',OMG THERE ARE LOTUS OP SURPRISING ELEMENTS THA'
4808, Mokka yo mokka onnum Ella fulla rap',Mokka Yo Mokka Onnum Ella Bighu Rap'
4809, Thala na mass uhthala fans like podu',Thala na mas uhtaila pals like putu'
4810, Coming soon ah apa August  release ilaya',Coming soon ah father August release younger'
4811, Oruthar mela viswasam aaah irukuradhukhu edhuku innoruthara asinga paduthuringa 🤝🤝🤝🤝🤝🤝',Oruthar mela viswasam aaah irukuradhukhu edhuku innoruthara asinga paduthuringa 🤝🤝🤝🤝🤝🤝'
4812, Vayasana kalathula unaku ethukuda intha vedatha vela',You don't need this role in your old age'
4813, Thalaaa thalaaa thalaaa ne vaaa thaaaa',"One by one, you come'"
4814, Vadivela nadikka vachirukkalam nalla odum',Vadivelu may be cast and it will run well'
4815, Oruthuru mela neena viswasam katrathukaga inoruthara ye asinga paduthuringa',You are insulting others because you have learned faith in one another'
4816, Moodevi nga content paakama dislike podudhunga Thevangu Trailer end la correct ah iruku',"Mudevi's content should be put on the disc, but the trailer is correct.'"
4817, Troll panakudathene last ah oru oru dialogue vechutanungge smart move',Trolla Panakkudatene Lost Ah a dialogue is a smart move'
4818, Thala kola mass vera leval 🤩🤩',Thala kola mass vera level 🤩🤩'
4819, Thalaoruthar mela Viswasam katrathathukagaa innoratharayum asingaa paduthathingaa',Let each other learn wisdom and let others know each other'
4820, U  bgm king veara level',U Bikum King is another level'
4821, Dislike panavangaluku last la varum dialogue Dan correct',The dialogue in LOST is not correct for disliking rich people'
4822, Hammo  Thala voice kodera mass  Uff marammass',Kamamo Thala Voice Kodura Mas Uppi Maramas'
4823, Thala naa mass thala mattum dhaan mass yeh',Thala na mas thala only mas eh'
4824, Thala ayyo sema chancey illa woww yuvan kalalkal',Thala io sema sansei illa ovv yuen kasals'
4825, Yo pandey nee ena ya panre🤦\u200d',Yo pandey nee ena ya panre🤦\u200d'
4826, Thalaaaa  bgm vera level la irukunu 🤙',Thalaaaa bgm vera level la irukunu 🤙'
4827, Thala mass soldravanga like hit here',Those who say mass are like hit'
4828, Oruthar mela neenga viswasam kaatrathukkaga innoruthara en asingapaduthringa to Vijay fans and Ajith fans',To Vijay Pals and Ajith Pals'
4829, Last line THALA THALAPATHY FAN FIGHT DIALOGUESYNC',Last Line Header Bane Eight Dialoguesink'
4830, Ultimate star THALA AJITH KUMAR Vera level',Ultimate Star Thala Ajith Kumar is another level'
4831, Thala Thala  Thala Thala ThalaThala Thala Thala',Tala Tala Tala Tala Tala Tala Tala'
4832, Bgm pakka Thala Always MassBelive it mass one',Bikum paka tala alwais massabelwe it mas one'
4833, Enna da Onnume puriyala enna da nadakkuthu',I don't understand what is going on'
4834, Over scene illa mokka trailer',Mokka trailer without over scene'
4835, Pink ka vida marana mass suhh trailer',More deathly mass suhhh trailer than pink'
4836, Oruthavarukku viswasama irukirathukku kaga mathavangala yeh asinga paduthirienga',One person has visvasama kuga madhavangala eh asinga patudirienka'
4837, Ena da bgm ithu yuvannnnnnnnnn rocksssssss',Ena da bgm ithu yuvannnnnnnnn rocksssssss'
4838, Neriya neriya neriya neriya neriya thadava trailer ah  pathutan',Straight straight straight straight straight straight with the trailer ah ten'
4839, Vijay fans dislike pottu oomba vandhutanga THAYOLI poitu unga amma shidhiya oombungada',Vijay Paul's Dislike has come to give a kiss.'
4840, Thala unna ippdi patthu evola nall aachu ',It's good to have ten like this on your head'
4841, Thala  U  Yuvan Shankar Raja  Mass',Thala U Yuvan Shankar Raja Mas'
4842, Ranga Raj Pandey Sir Fanz Hit Like Poduga',Ranga Raj Pandey Sir Paul's Hit Like Podukai'
4843, Thala vera levelk vijay fans pathurukangalol',Thala Vera Leveled by Vijay Pals Pathurukas'
4844, Thala Vera level performance I love thalaaaaaaaaaaa',Thala Vera level performance I love thalaaaaaaaaaaa'
4845, Vera lvl BGM U rocks in Nerkonda Paarvai',Another level will be your rock's vision'
4846, apadi yallam nadakathu nadakka kudathu  feel the BGM',"Everything like that does not happen, it should not happen'"
4847, Pink movie apdiye kannu munnadi varuthu',Pink mauve immediately comes to mind'
4848, are you virgin scene iruka',Are you a virgin Sean?'
4849, Thala is best ever movie yaa irrukkum',Thala is the best ever'
4850, Thala innum naraiya naraiya naraiya naraiya mass',TALA MORE MUCH MUCH MUCH MASS'
4851, Innum neraya neraya neraya neraya neraya',Closer Closer Closer Closer'
4852, Neraya neraya neraya neraya Thala dialogue',Close-up Close-up Close-up dialogue'
4853, Vera level sir thala love you',"Another level sir, I love you'"
4854, Neraya Neraya Neraya Neraya Fans Wait pandrom NER KONDAPARVAI kaga',Balls Weight Panrom Ner Kondaparva Kaka'
4855, Ena da pani vechu irukinga dialogue delivery la kevalama iruku🤦\u200d',Ena da pani vechu irukinga dialogue delivery la kevalama iruku🤦\u200d'
4856, Utala combo mass to class',Combo mass to class the body'
4857, Oruthar mella viswasam katrathukaga inoruthangala yen asinga paduthuringa',Why do you vilify other people for the crime of misogyny?'
4858, Good luck from THALAPATHY fans kerala',Good Luck Prem Thalapathy Pals Kerala'
4859, Oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa',Why do you make the other ugly to build trust in one?'
4860, Vera level Thala kannula kovam nerupu therikudhu',"At another level, the fire of anger splashes in the eyes of the head'"
4861, Hotspot on pannunga Da trailer paaka mudila net slow ahh iruku',Turn on the hotspot and watch the trailer. The net is slow'
4862, Apdi ellam nadakkadhu Nadakka koodathu',Everything like that does not happen and should not happen'
4863, Thala fans laam  Podraa like  aaa',Thala pals lam bota like aaa'
4864,   To all THALA  THALAPATHY fanzz   That dialogue  🥰🥰🥰🥰',To all THALA THALAPATHY fanzz That dialogue 😋😋😋'
4865, First  minutes kulla pathavanga like it',First Minutes Kulla Pathavanga Like It'
4866,  semma rangaraj pandey mass sir rangaraj pandey mass',Semma Rangaraj Pandey Mas Sir Rangaraj Pandey Mas'
4867, Oruthar Mela Neenga Viswasam kaatrathukaga Innoruthar enn Asinga paduthu ringa',Don't do anything bad to someone else for the sake of showing confidence in each other'
4868,  naanga unkitta vishvasam kaatuvom thala',We will show our respect to you'
4869, Andha greeny background fight scene Ayyayyoooo Ppaaa marana mass thala',That Greenie Pakrundu Aid Sean AyyyyoOO Pipasa Death Mass Head'
4870, Thala ipadi pathu avalo naal achu thala I love youuuu',It's a day to look at her like this. I love you'
4871, Epaaaaaa Enna alagu thala Enna screen presence  love you thala  film la irukura ellarume semaya nadichirukanga pola',"Wow, what a beauty, what a beautiful presence, it's like everyone in the movie, Love You, has played a role.'"
4872, Vaitheruchal karanunga dislike panna start pannitanunga da',"Don't worry, you have started disliking it'"
4873, With in one minute la pathavanga like panuga',This is one of the ways to maintain a like in Minnutte'
4874, Vaa thala Vaa thala unakkaga thaan ulagamey waiting',"Come on, come on, the world is for you'"
4875, Otha padam vera level ah irukum pola thala mass',The head mass seems to be on another level'
4876, Last Da oru look la iirukaruda thala',"In the last look, the two are together'"
4877, Thala kola mass',Thala kola mas'
4878, Last puch vj fans ka irukumo',The last book is for VJ Pals'
4879, Eppadi neraya neraya neraya neraya Thala acting Vera level 🤩🤩🤩',Eppadi neraya neraya neraya neraya Thala acting Vera level 🤩🤩🤩'
4880, rangaraj pandey  fans like',Rangraj Pandey Pals Like'
4881, Thalaaaaaaaaaaaaa wow fight scene iruku namaku treat iruku',Thalaaaaaaaaaaaaa wow fight scene iruku namaku treat iruku'
4882, Vera lvl Thalai  aiii saranam',Another level head ayyy stanza'
4883, Mass katradhuna epdi venalum katalam da',"If you want to build mass, you can build it however you want'"
4884, Yuvan thala rasikar like therikka viduka',Let Yuvan's fans splash their likes'
4885, U BgM marana mass nu soldravanga like pannunga',Please like those who say death mass for you'
4886, Last dialogue For தல தளபதிFans காக',Last dialogue For Thalapathy fans'
4887, Thala Thala    Oruthavanga mela viswasam kaatrakku eadhukku aduthavangala asinga paduthuringa',"If you have faith in each other, why do you make others look ugly?'"
4888, Thala thala thala thala thala thala thala thala thala thala thala thala ',Tala Tala Tala Tala Tala Tala Tala Tala Tala'
4889, First time release aana  minutes la oru trailer ah paathruken semma feel',First time release ana minutes la a trailer ah pathurukken semma beel'
4890, Oruthar mela neega viswasam kaaturathuku kaga innorutharai yaan asingam paduthuringa Padam vetri pera suriya Anna rasigar kal sarbaha valthukal',"On behalf of Suriya Anna fan Kal, congratulations for the success of the film.'"
4891, Oruthan Mela viswasam kaata inoruthana yen asingam paduthuringa VeraLevel Thala',"Verlevel, why do you insult others to show trust in someone?'"
4892, Thala super mass ultimate last diallogue vera level',Thala Supermass Udimatte is another level for Last D'Alla'
4893, Fight scene Illaama Irunthurukkalam  Semmaya Irrukkum',It would have been perfect without the eight scene'
4894, Come on guys lets get it to  million likes',Come One Guys Ladies Get It To Million Leagues'
4895, Love you   Thala Vera level',Love You is another level'
4896, Semma thala get hurt kattuthu trailer yaaru st pathathu like pannunga',Semma Thala Get Hurt Katuthu Trailer Yaru St Batu Like'
4897, R u verjin unga amma thada verjin',You are virgin and your mother is virgin'
4898, thala always  thala dha da',Thala Alwais Thala Thala'
4899, Thala na Suma va Vera level trailer',Thala na summa wa different level trailer'
4900, Thalaivaaaaaaaaaaa Marana Masssssssssss Intha Pongal Pettta Pongal ya🥰🥰🥰🥰🥰',Thalaivaaaaaaaaaaa Marana Massssssssssss Intha Pongal Pettta Pongal ya 😋😋😋😋😋😋'
4901, Very mass  Mass varanum rajini fans hit like',Rajini Pals hit like very popular'
4902, Super iam ajith Fan  Sama  Mass',Super Im Ajith Ban Sama Mas'
4903, Iam enjoying Movie pakka block buster love you super star rajni sir from ANDHRA PRADESH super  Mahesh fans',Inam Enjoying Mowaye Paka Black Buster Love You Super Star Rajini Sir Prem Andhra Pradesh Super Mahesh Pals'
4904, Vijay Sethupathi fans hit like here',Vijay Sethupathi Pals Hit Like Tere'
4905,  Thalaivan Makkal Selven on fire',The people of Thalaivan Selven Ona Bray'
4906, Vijay Sethupathi fans Marana Waiting Petta',Vijay Sethupathi Paul's death hood'
4907, Aiyoooo chance less Thalaivaaaaaaaaa Petaa pongal Dan  Enna mass Appa Love you rajini sir',Oooooo sans les thalivaaaaaaaaaaaaaaaaaaaaaaah what is the mass of Pongal dad love you Rajini sir'
4908, Mute seidhu paarungalpongal trailerai kondadungaltharumaaru thalaivar',President asked to watch and celebrate the trailer of Kalphones'
4909, Superstar Rajnikant Fans Hit Like  K Likes    Petta This Pongal Pakka Blockbuster',Superstar Rajinikanth's Balls Hit Like K Leaks Petta This Pongal Side Blockbuster'
4910, January  Sweet sapda PoromVarathu Thalaivaru ooram Othingiru Petta Paraak',Let's not go to eat January sweets'
4911, Enna da  ku viduran nu munaadiyae vituteengaReminder la set pannitu vanthaathalaivar🤘Get rajinified',Enna da ku viduran nu munaadiyae vituteengaReminder la set pannitu vanthaathalaivar🤘Get rajinified'
4912, Jithu gethaa irukaru paa Rajni sir vera level Vijay sethupathi forever',Jeethu Getha Itharu Ba Rajini sir is another level Vijay Sethupathi Borevere'
4913, Vera level  la iruku      Inga konjam payama than iruku    Accept',"It's on a different level, it's a little scary here, Assist'"
4914, Petta fans like  Viswasam fans Comment',Petta Pals Like Viswasam Pals Comment'
4915, Thavam trailer ah Vida petta trailer super',Tawam Trailer Ah Than Petta Trailer Super'
4916, intha kela kuthiku over seen venuma',Do you need an overscene for this movie?'
4917, Padathula ethana per irunthaalum Thalaivar thaniya theriyuraru pa Mass marana mass trailer',"No matter how many people are in the film, the leader is alone'"
4918, Theatre k goosebumps varum daSuper star in Pongal',Thear Ke Goosebumps is coming this Pongal with Dasar Starr'
4919, Tears thalaivaaaa Un kavalan en adhil enaku enrume perumai Petaaa thalaivar paraak',"Dear leader, I am proud of your guard, Chief Barak'"
4920, Thalaivarukku vayase aagathu Waiting For petta paraak Vjs marana mass',"Death Mass of Barak Wijs, the war-torn leader does not age'"
4921, Yella dialogue um paakum pothu open ah challenge vidura maathiri theriyuthe viswasam movie ku Yaarukkellam appudi doubt irukku',"When you see all the dialogues, it seems like you leave it open.'"
4922, Thalaivar fans  Sweet saapda porom',"Chairman, let's go eat Paul's Sweet'"
4923, Yethukku last scenela blur effectu nallave illa',Why the effect of Palur in Last Suseen is not good'
4924, Padatha takkunu release panni udunga pa Wait panna mudila',It is not possible to wait for the release of the created tank'
4925, Vara level chumma semma ya erruku marana waiting for the film thalaivaaaaaaaaaaa luv uuuu',Vara level chumma semma ya erruku marana waiting for the film thalaivaaaaaaaaaaa luv uuuu'
4926, Mass thalaivaaaa This is Basha ',Mas Thalaiwaaa This is Pasha'
4927, Trailer disappoint aanavanga like panunga ',"If you are disappointed with the trailer, please like it'"
4928, Thalaivaaaaaaaaaa   Marana Waiting Tharamana Sambavum ',Thalaivaaaaaaaaa Marana Waiting Tharamana Sambavum'
4929, Onnu Mattu Theridhukooda yevan Release pannaluMaanam poidum pathukonga🤣🤣 He is bak',Onnu Mattu Theridhukooda yevan Release pannaluMaanam poidum pathukonga🤣🤣 He is bak'
4930, Avalavo rajini padam trailer pathathea ila verithamana eruku',At least Rajinikanth is crazy after watching the trailer'
4931, Kola gaandu la iruka movane kollama vida matan January  pakka thana pora intha kaali oda aatatha🤘',Kola gaandu la iruka movane kollama vida matan January pakka thana pora intha kaali oda aatatha🤘'
4932, Thalaivaaaa   vayasu la nenache paaka mudiyadha energystyle  maranana mass',The opposite mass in the energist is unimaginable in head age'
